timestamp,how_old_are_you,industry,job_title,additional_context_on_job_title,annual_salary,additional_monetary_comp,currency,income_context,country,us_state,city,years_of_experience_in_field,years_of_experience_overall,highest_level_of_education,gender,race
2021-04-29 22:38,65 or over,Consulting,Business Analyst,Commission based,127406,,AUD,,United Kingdom,,,2 - 4 years,2 - 4 years,College degree,Man,Multiracial
4/26/2021 19:17:15,18-24,Retail,Visual Merchandiser,,44612,,USD,,United States,,Austin,5-7 years,5-7 years,PhD,Non-binary,
04/23/2021,25-34,Engineering (Civil),Environmental Engineer,Remote position,122166,,CAD,,USA,,,41 years or more,41 years or more,College degree,Woman,Multiracial
2021-04-12 19:31,25-34,Engineering (Civil),Structural Engineer,," 800,000 ",,USD,,USA,Florida,Austin,2 - 4 years,2 - 4 years,Master's degree,Woman,Multiracial
2021-04-12 16:15,25-34,Tech/Software,IT Manager,,121445,4080,usd,,USA,Colorado,Austin,5-7 years,5-7 years,PhD,Male,Another option not listed here
2021-04-16 23:08,45-54,Banking/Finance,Credit Analyst,,"110,676",5658,GBP,,New Zealand,,,8 - 10 years,8 - 10 years,College degree,Man,
04/14/2021 04:45:24,55-64,Finance,Investment Analyst,Remote position,"127,857.00",,EUR,,United Kingdom,,,11 - 20 years,11 - 20 years,College degree,Woman,Asian or Asian American
4/23/2021 5:25:31,35-44,Insurance,Underwriter,,"110,205.00","$16,085",USD,,United States,,,21 - 30 years,21 - 30 years,PhD,Woman,Multiracial
4/16/2021 15:55:48,25-34,Engineering (Civil),Project Engineer,Contract role,"111,476",,USD,,United States,New York,,11 - 20 years,11 - 20 years,Master's degree,Woman,Asian or Asian American
04/26/2021,18-24,Healthcare,Healthcare Administrator,Contract role,"$129,442",$24868,USD,,U.S.,Colorado,Austin,2 - 4 years,2 - 4 years,PhD,Non-binary/third gender,"Hispanic, Latino, or Spanish origin"
04/29/2021,35-44,Retail,Visual Merchandiser,,"55,969.00",,USD,,Sweden,,,11 - 20 years,11 - 20 years,Some college,man,Multiracial
4/26/2021 6:23:22,45-54,Architecture,Architect,,,0.00,USD,,United States,Texas,,11 - 20 years,11 - 20 years,College degree,Non-binary/third gender,Another option not listed here
04/20/2021,55-64,Insurance,Insurance Manager,Government pay scale," 117,219 ","22,705.00",usd,,Canada,,,8 - 10 years,8 - 10 years,Some college,Non-binary/third gender,
04/21/2021 16:56:14,35-44,Consulting,Business Analyst,Entry level position,,,USD,,United States,Colorado,Portland,21 - 30 years,21 - 30 years,College degree,Non-binary/third gender,
04/22/2021 09:36:13,45-54,Education (K-12),Vice Principal,Commission based,"65,816",$2271,USD,,United States,Oregon,,21 - 30 years,21 - 30 years,Some college,Woman,Asian or Asian American
04/29/2021,25-34,Tech/Software,IT Manager,Remote position,130549," 6,212 ",AUD,,United States,California,,8 - 10 years,8 - 10 years,Master's degree,Woman,Another option not listed here
04/22/2021,25-34,Healthcare,PA,,"$99,713",,USD,,Canada,,Los Angeles,5-7 years,5-7 years,College degree,Non-binary,Black or African American
4/22/2021 12:28:33,35-44,Banking/Finance,Relationship Manager,,71273,5893,EUR,,New Zealand,,Denver,1 year or less,1 year or less,"Professional degree (MD, JD, etc.)",Woman,White
2021-04-18 21:04,25-34,Education (K-12),Teacher,Academic salary,"37,323"," 3,572 ",USD,net,US,Colorado,New York,5-7 years,5-7 years,PhD,Woman,Asian or Asian American
04/26/2021 23:59:51,25-34,Hospitality,Event Coordinator,Entry level position,55039,,USD,,Canada,,New York,5-7 years,5-7 years,Some college,Female,Black or African American
04/23/2021 17:36:36,35-44,Nonprofit,Executive Director,Commission based," 79,756 ",,USD,net,India,,,21 - 30 years,21 - 30 years,Some college,Man,"Hispanic, Latino, or Spanish origin"
4/21/2021 14:43:04,25-34,Finance,Investment Analyst,,69641,,CAD,,Canada,,,5-7 years,5-7 years,College degree,Woman,
04/28/2021,25-34,Tech/Software,Software Developer,Academic salary," 83,807 ",,USD,,US,Illinois,Denver,2 - 4 years,2 - 4 years,Master's degree,Man,Black or African American
04/27/2021 13:40:52,18-24,Healthcare,Medical Director,," 188,459 ",,USD,,Ireland,,Portland,21 - 30 years,21 - 30 years,College degree,Woman,
2021-04-29 05:34,35-44,Nursing,Nurse,,,,USD,,,,Austin,8 - 10 years,8 - 10 years,College degree,Woman,Multiracial
04/15/2021,25-34,Legal,Paralegal,Part-time equivalent,"143,178",,USD ,,Sweden,,,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Female,
2021-04-24 00:55,18-24,Marketing & Advertising,Social Media Manager,Academic salary,"99,627",,EUR,,Canada,,,5-7 years,5-7 years,Master's degree,man,Asian or Asian American
4/27/2021 14:22:20,55-64,Education (K-12),Middle School Teacher,," 46,352 ",0.00,usd,,United Kingdom,,,5-7 years,5-7 years,College degree,Woman,White
4/21/2021 19:51:42,45-54,Consulting,Management Consultant,Academic salary,"47,378",,INR,,Germany,,,11 - 20 years,11 - 20 years,College degree,Female,Black or African American
2021-04-15 03:34,65 or over,Banking/Finance,Credit Analyst,,51649,,USD,before tax,,,,8 - 10 years,8 - 10 years,College degree,Male,Multiracial
04/24/2021 05:17:51,35-44,Education (K-12),Elementary Teacher,,,,USD,gross,United states,Florida,Chicago,2 - 4 years,2 - 4 years,College degree,,Asian or Asian American
2021-04-20 21:25,35-44,Engineering (Civil),Transportation Engineer,,"$115,718",,USD,,Canada,,,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,Asian or Asian American
04/22/2021,18-24,Education (Higher Ed),adjunct lecturer,Commission based,$39129,333,USD,,U.S.,,,1 year or less,1 year or less,College degree,Man,
04/16/2021,45-54,Real Estate,Real Estate Agent,,"81,058",,GBP,,Germany,,,11 - 20 years,11 - 20 years,PhD,Male,"Hispanic, Latino, or Spanish origin"
4/25/2021 22:22:20,25-34,Healthcare,NP,Academic salary,"226,618.00",,USD,,Switzerland,,Denver,8 - 10 years,8 - 10 years,College degree,Man,Another option not listed here
04/28/2021 22:11:55,35-44,Marketing & Advertising,Social Media Manager,Part-time equivalent,"$49,416",0.00,USD,,United states,California,Austin,8 - 10 years,8 - 10 years,College degree,Man,Another option not listed here
04/18/2021 19:25:54,35-44,Tech/Software,UX Designer,Entry level position,$90230,,CAD,,United states,,,1 year or less,1 year or less,College degree,woman,
2021-04-14 19:49,25-34,Architecture,Project Architect,,"$71,472",,USD,,USA,,New York,5-7 years,5-7 years,Some college,Woman,Black or African American
2021-04-16 12:54,25-34,Education (Higher Ed),Dean,Senior level,$32192,0,USD,,United Kingdom,,Austin,1 year or less,1 year or less,Master's degree,Woman,
2021-04-13 12:00,45-54,Tech/Software,Backend Engineer,Remote position,,,USD,,United states,Florida,,2 - 4 years,2 - 4 years,College degree,Man,White
04/13/2021,25-34,Healthcare,Healthcare Administrator,Remote position,"155,781",10533,USD,,USA,Florida,Austin,11 - 20 years,11 - 20 years,Master's degree,Woman,Another option not listed here
04/14/2021 13:15:26,18-24,HR/People Ops,Human Resources Manager,,"76,630",$3668,CAD,net,USA,Texas,,2 - 4 years,2 - 4 years,Master's degree,Non-binary/third gender,White
04/15/2021 09:36:31,35-44,Retail,Store Manager,Remote position,$35756," 4,300 ",USD,before tax,Canada,,,1 year or less,1 year or less,Some college,Woman,"Hispanic, Latino, or Spanish origin"
04/18/2021,25-34,Real Estate,Real Estate Manager,Includes bonus," 102,165 ","6,953.00",USD,,United States,,Portland,21 - 30 years,21 - 30 years,College degree,Man,
04/21/2021 13:19:30,25-34,Healthcare,PA,," 206,335 ", ,USD,USD equivalent,India,,Denver,11 - 20 years,11 - 20 years,Master's degree,Woman,Multiracial
2021-04-19 12:53,35-44,Insurance,Underwriter,Senior level,87021,"8,099.00",usd,gross,Australia,,New York,11 - 20 years,11 - 20 years,Master's degree,woman,Multiracial
4/16/2021 14:13:10,25-34,Nonprofit,Program Director,Academic salary," 65,301 ",,INR,,Australia,,,11 - 20 years,11 - 20 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin"
04/14/2021,25-34,HR/People Ops,Recruiter,Commission based,"98,070",,USD,,United Kingdom,,Chicago,11 - 20 years,11 - 20 years,College degree,Male,
04/20/2021 14:25:27,18-24,Tech/Software,Backend Engineer,Commission based,"46,961.00",,AUD,,United States,,,21 - 30 years,21 - 30 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin"
04/26/2021 13:24:29,45-54,Retail,Retail Manager,Entry level position," 74,280 ", ,USD,,United states,,Los Angeles,8 - 10 years,8 - 10 years,Master's degree,woman,Black or African American
04/17/2021 06:07:40,25-34,Banking/Finance,Relationship Manager,Commission based,"$86,005",,USD,,United States,Illinois,,8 - 10 years,8 - 10 years,Some college,Man,White
04/13/2021,55-64,Law,Litigation Attorney,,"109,091.00","3,832",CAD,net,Netherlands,,,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Man,
4/26/2021 22:48:49,under 18,Education (Higher Ed),Assistant Professor,Includes bonus," 56,038 ",,USD,,United States,,,11 - 20 years,11 - 20 years,College degree,Woman,White
4/19/2021 7:10:10,25-34,Architecture,Architect,Remote position,$88665,"27,552",usd,,United States,Oregon,,5-7 years,5-7 years,College degree,Man,
04/18/2021 14:57:30,45-54,Food & Beverage,Restaurant Manager,Government pay scale,"$51,904",,USD,,India,,Boston,5-7 years,5-7 years,College degree,Woman,
04/14/2021 10:38:18,45-54,Nursing,Head Nurse,Includes bonus,"89,625",21509,AUD,,US,,Portland,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",woman,
4/19/2021 3:34:29,25-34,Tech/Software,Senior Software Engineer,Includes bonus,136822,2989,USD,,United States,Oregon,Austin,11 - 20 years,11 - 20 years,College degree,Woman,Multiracial
04/24/2021 09:20:46,35-44,Accounting,Accountant,Contract role,$112036,,CAD,net,United States,Texas,,11 - 20 years,11 - 20 years,PhD,Female,Multiracial
04/18/2021,45-54,Marketing & Advertising,Brand Manager,,64270,"22,625",USD,,Canada,,,11 - 20 years,11 - 20 years,High School,Woman,Another option not listed here
4/15/2021 1:55:32,25-34,Nursing,RN,Government pay scale,116747,,CAD,,Australia,,,5-7 years,5-7 years,PhD,,White
2021-04-16 23:06,25-34,Education (Higher Ed),Postdoc,," 42,534 ",,AUD,,Australia,,Denver,1 year or less,1 year or less,Some college,,"Hispanic, Latino, or Spanish origin"
4/17/2021 17:54:34,25-34,Government & Public Administration,Policy Analyst,Academic salary,$83468,,USD,before tax,New Zealand,,,21 - 30 years,21 - 30 years,Master's degree,Male,White
4/22/2021 9:11:17,25-34,Education (K-12),Special Education Teacher,,"48,979.00",none,EUR,,USA,,,11 - 20 years,11 - 20 years,Some college,man,
2021-04-19 01:19,35-44,Finance,Financial Manager,Government pay scale," 68,730 ","$7,853",USD,,France,,Los Angeles,11 - 20 years,11 - 20 years,College degree,Female,"Hispanic, Latino, or Spanish origin"
2021-04-15 08:11,55-64,Food & Beverage,Chef,Entry level position,"$37,940",,USD,,United States,Washington,,11 - 20 years,11 - 20 years,PhD,Woman,
04/27/2021 00:07:06,25-34,Real Estate,Real Estate Manager,Senior level,"156,521",18292,USD,,United States,,,11 - 20 years,11 - 20 years,College degree,Female,White
04/20/2021,25-34,Nonprofit,Grant Writer,Senior level,,,USD,,United States,Texas,Portland,2 - 4 years,2 - 4 years,Master's degree,Male,
04/21/2021,25-34,Legal,Paralegal,Senior level,23034,$13888,AUD,,Canada,,Chicago,5-7 years,5-7 years,Master's degree,Male,"Hispanic, Latino, or Spanish origin"
04/13/2021 11:46:34,35-44,Government & Public Administration,Program Manager,,,,CAD,net,United States,,,5-7 years,5-7 years,College degree,Man,Black or African American
2021-04-19 16:08,18-24,Finance,Controller,Includes bonus," 97,047 ",,USD,,Australia,,,21 - 30 years,21 - 30 years,College degree,Male,Multiracial
04/25/2021,55-64,Insurance,Claims Adjuster,,"$24,295",,USD,,United Kingdom,,,5-7 years,5-7 years,Master's degree,Male,
04/14/2021,25-34,Nonprofit,Executive Director,Remote position,"28,128.00",,CAD,net,Ireland,,,5-7 years,5-7 years,College degree,Non-binary,White
04/17/2021,18-24,Media & Publishing,Editor,Part-time equivalent,"47,681",,CAD,,Australia,,New York,2 - 4 years,2 - 4 years,Master's degree,woman,
2021-04-26 11:23,35-44,Healthcare,NP,,"151,514", ,GBP,,United States,Illinois,,11 - 20 years,11 - 20 years,Master's degree,Female,Multiracial
4/17/2021 18:26:18,25-34,Food & Beverage,Catering Manager,Contract role,73702,9106,USD,,New Zealand,,,11 - 20 years,11 - 20 years,Master's degree,Male,Multiracial
4/29/2021 12:42:11,18-24,Education (K-12),Principal,Part-time equivalent,77341,3403,USD,,Germany,,,11 - 20 years,11 - 20 years,PhD,Woman,Another option not listed here
04/22/2021 19:21:38,25-34,HR/People Ops,Human Resources Manager,,$98940,,USD,,Australia,,New York,11 - 20 years,11 - 20 years,College degree,Man,Asian or Asian American
04/18/2021,35-44,Tech/Software,VP of Engineering,,30990,$1289,GBP,USD equivalent,United States,Oregon,,2 - 4 years,2 - 4 years,College degree,Woman,
4/29/2021 21:35:32,35-44,Education (Higher Ed),Postdoc,Academic salary,"59,528","13,127",USD,net,United States,New York,,5-7 years,5-7 years,Master's degree,Non-binary,"Hispanic, Latino, or Spanish origin"
04/27/2021,25-34,Accounting,Accounting Manager,Government pay scale,"78,810",,USD,,,,Los Angeles,5-7 years,5-7 years,Master's degree,Man,
4/17/2021 15:03:04,25-34,Education (K-12),High School Teacher,,"59,730.00",,AUD,,United Kingdom,,,8 - 10 years,8 - 10 years,Master's degree,Man,Black or African American
04/26/2021,25-34,Marketing & Advertising,SEO Specialist,Contract role,"103,390.00",$16692,CAD,,United States,Oregon,Portland,5-7 years,5-7 years,Master's degree,Woman,
2021-04-27 22:40,25-34,Law,Public Defender,Entry level position,"$37,427","29,257",USD,before tax,Canada,,,5-7 years,5-7 years,Master's degree,Male,Black or African American
2021-04-27 21:23,35-44,Accounting,Senior Accountant,Senior level,$49861,"1,495",USD,,Germany,,Chicago,2 - 4 years,2 - 4 years,Master's degree,Man,
04/23/2021,25-34,Education (K-12),Principal,Senior level," 54,989 ",,USD,,UK,,Denver,41 years or more,41 years or more,PhD,Non-binary/third gender,
2021-04-28 00:58,25-34,Architecture,Interior Designer,Includes bonus," 86,498 ",,USD,,United States,,Portland,41 years or more,41 years or more,Master's degree,Man,White
04/14/2021,25-34,HR/People Ops,HR Manager,,"112,261.00","$5,516",USD,,UK,,Chicago,8 - 10 years,8 - 10 years,College degree,Female,"Hispanic, Latino, or Spanish origin"
04/23/2021 09:05:23,25-34,HR/People Ops,Recruiter,,"83,891",,USD,,Australia,,Portland,2 - 4 years,2 - 4 years,PhD,Man,Another option not listed here
04/26/2021,45-54,Engineering,Principal Engineer,Contract role,"$100,583",,USD,,India,,,8 - 10 years,8 - 10 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin"
4/19/2021 23:21:02,25-34,Education (K-12),High School Teacher,,"43,844",,USD,,United States,,Chicago,11 - 20 years,11 - 20 years,College degree,man,
2021-04-22 03:16,45-54,Government & Public Administration,Federal Employee,,72050,6064,CAD,USD equivalent,United States,Texas,Portland,5-7 years,5-7 years,College degree,Man,Multiracial
4/26/2021 1:58:06,35-44,Architecture,Architect,Entry level position," 70,959 ",,USD,,United States,Florida,,5-7 years,5-7 years,Master's degree,Woman,Black or African American
04/14/2021 03:59:02,35-44,Education (K-12),Teacher,Senior level,$59739,"10,391",EUR,,Ireland,,Seattle,11 - 20 years,11 - 20 years,Some college,Woman,Black or African American
04/12/2021 03:03:32,25-34,Insurance,Claims Adjuster,Part-time equivalent,68575,,USD,,United states,Washington,,5-7 years,5-7 years,Some college,Female,
2021-04-23 06:01,35-44,Legal,Partner,Part-time equivalent,126794," 18,497 ",GBP,,India,,New York,21 - 30 years,21 - 30 years,College degree,Woman,Multiracial
04/15/2021,35-44,Government & Public Administration,Program Manager,,"17,654",$551,USD,,Australia,,,2 - 4 years,2 - 4 years,College degree,Woman,
2021-04-21 21:47,35-44,Banking/Finance,Branch Manager,Entry level position,$67158,12826,USD,,Australia,,Seattle,2 - 4 years,2 - 4 years,College degree,Woman,
2021-04-12 08:29,25-34,Healthcare,Physician,,depends,"$2,942",USD,gross,Germany,,New York,8 - 10 years,8 - 10 years,Some college,Man,
2021-04-19 17:29,25-34,Healthcare,Physician Assistant,Part-time equivalent,244933,7490,USD,,US,Texas,,11 - 20 years,11 - 20 years,College degree,Woman,Asian or Asian American
2021-04-21 19:28,35-44,Media & Publishing,Editor,,42494,,EUR,,US,Florida,,11 - 20 years,11 - 20 years,Master's degree,Female,
2021-04-29 10:20,45-54,Hospitality,General Manager,Remote position,,,AUD,net,Ireland,,,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Man,Asian or Asian American
4/29/2021 5:13:40,18-24,Nursing,Nurse,Academic salary,45055,,USD,,United States,Texas,San Francisco,11 - 20 years,11 - 20 years,Master's degree,Woman,
04/19/2021 11:43:20,25-34,Education (K-12),Principal,Commission based,"66,089",,USD,,Canada,,Austin,11 - 20 years,11 - 20 years,Some college,Woman,
04/24/2021 18:09:30,45-54,Engineering,Chemical Engineer,Entry level position,68582, ,USD,,USA,Texas,,5-7 years,5-7 years,College degree,Male,Asian or Asian American
04/17/2021,25-34,Food & Beverage,Chef,Senior level," 59,387 ", 88 ,USD,before tax,Canada,,,5-7 years,5-7 years,Master's degree,Female,White
04/24/2021 13:02:12,35-44,Government & Public Administration,Government Analyst,,"63,194.00",,usd,,United States,Massachusetts,,2 - 4 years,2 - 4 years,College degree,woman,
04/23/2021,25-34,Education (Higher Ed),Professor,Remote position,,,USD,,India,,,1 year or less,1 year or less,College degree,Female,"Hispanic, Latino, or Spanish origin"
04/24/2021 16:17:21,45-54,Real Estate,Real Estate Manager,,,,USD,,UK,,Chicago,2 - 4 years,2 - 4 years,High School,Woman,Another option not listed here
2021-04-28 05:31,25-34,Law,Attorney,,"53,681",,USD,,Ireland,,San Francisco,5-7 years,5-7 years,College degree,Woman,Multiracial
2021-04-27 02:40,18-24,Engineering,Chemical Engineer,Remote position,"73,349",,USD,,US,,Boston,11 - 20 years,11 - 20 years,Master's degree,Woman,Black or African American
4/17/2021 2:32:14,45-54,Consulting,Senior Consultant,Government pay scale,"197,041.00",,CAD,,United States,California,,21 - 30 years,21 - 30 years,Master's degree,Woman,Asian or Asian American
